Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
540900,85049G,CHOCOLATE BOX RIBBONS ,12,2011-01-12 11:46:00,1.25,12712.0,Germany
530422,22421,LIPSTICK PEN FUSCHIA,1,2010-11-03 09:36:00,0.85,,United Kingdom
522912,21009,ETCHED GLASS STAR TREE DECORATION,12,2010-09-17 13:47:00,1.25,17289.0,United Kingdom
566937,22307,GOLD MUG BONE CHINA TREE OF LIFE,36,2011-09-15 15:44:00,1.06,12995.0,United Kingdom
524723,21098,CHRISTMAS TOILET ROLL,12,2010-09-30 13:57:00,1.25,16214.0,United Kingdom
559017,22573,STAR WOODEN CHRISTMAS DECORATION,9,2011-07-05 13:06:00,0.85,14034.0,United Kingdom
560225,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,2011-07-15 16:27:00,3.29,,United Kingdom
561901,22151,PLACE SETTING WHITE HEART,432,2011-07-31 15:42:00,0.42,14156.0,EIRE
549241,21937,STRAWBERRY   PICNIC BAG,2,2011-04-07 11:40:00,2.95,15719.0,United Kingdom
577490,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-11-20 12:11:00,0.55,16464.0,United Kingdom
495955,22348,TEA BAG PLATE RED SPOTTY ,12,2010-01-28 09:09:00,0.85,14625.0,United Kingdom
547087,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-03-20 15:58:00,1.25,12726.0,France
572903,23293,SET OF 12 FAIRY CAKE BAKING CASES,4,2011-10-26 15:17:00,0.83,17974.0,United Kingdom
497839,20960,WATERMELON BATH SPONGE,1,2010-02-12 15:24:00,1.25,17954.0,United Kingdom
542269,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-01-27 09:33:00,2.55,14442.0,Channel Islands
532953,21162,TOXIC AREA  DOOR HANGER ,1,2010-11-15 12:17:00,3.36,,United Kingdom
510067,37448,CERAMIC CAKE DESIGN SPOTTED MUG,48,2010-05-27 11:05:00,1.25,13802.0,United Kingdom
525458,20754,RETROSPOT RED WASHING UP GLOVES,2,2010-10-05 14:45:00,4.21,,United Kingdom
547202,22475,SKULL DESIGN TV DINNER TRAY,1,2011-03-21 13:38:00,4.95,17841.0,United Kingdom
568058,23396,LA JARDIN BOTANIQUE CUSHION COVER,4,2011-09-23 12:58:00,3.75,18188.0,United Kingdom
537434,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2010-12-06 16:57:00,4.21,,United Kingdom
530123,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2010-11-01 15:05:00,4.95,13359.0,United Kingdom
581023,22114,HOT WATER BOTTLE TEA AND SYMPATHY,31,2011-12-07 10:35:00,8.29,,United Kingdom
537434,90161D,ANT COPPER PINK BOUDICCA BRACELET,2,2010-12-06 16:57:00,5.09,,United Kingdom
519251,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2010-08-15 15:20:00,2.75,17107.0,United Kingdom
580482,23407,SET OF 2 TRAYS HOME SWEET HOME,1,2011-12-04 12:44:00,9.95,16033.0,United Kingdom
524153,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,2010-09-27 15:56:00,1.95,,United Kingdom
551650,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-05-03 12:02:00,0.85,13089.0,United Kingdom
572063,85169B,BLACK LOVE BIRD CANDLE,1,2011-10-20 12:57:00,1.25,14606.0,United Kingdom
571041,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-13 13:00:00,2.08,14527.0,United Kingdom
574032,22736,RIBBON REEL MAKING SNOWMEN ,5,2011-11-02 12:37:00,1.65,17754.0,United Kingdom
563656,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-08-18 10:48:00,4.95,15615.0,United Kingdom
504916,85186A,EASTER BUNNY GARLAND OF FLOWERS,1,2010-04-19 10:28:00,0.81,,United Kingdom
568134,21803,CHRISTMAS TREE STAR DECORATION,3,2011-09-23 17:02:00,0.42,,United Kingdom
512120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-06-13 15:48:00,2.95,14581.0,United Kingdom
568408,84997d,CHILDRENS CUTLERY POLKADOT PINK,1,2011-09-27 10:40:00,8.29,,United Kingdom
494632,21539,RETRO SPOTS BUTTER DISH,3,2010-01-15 16:53:00,4.95,15633.0,United Kingdom
579430,22865,HAND WARMER OWL DESIGN,1,2011-11-29 13:06:00,2.1,12748.0,United Kingdom
564820,21179,NO JUNK MAIL METAL SIGN,1,2011-08-30 12:16:00,1.63,,United Kingdom
541500,20727,LUNCH BAG  BLACK SKULL.,10,2011-01-18 15:25:00,1.65,18041.0,United Kingdom
574684,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-11-06 12:56:00,0.85,17581.0,United Kingdom
579941,23535,WALL ART BICYCLE SAFETY,4,2011-12-01 10:31:00,5.95,16496.0,United Kingdom
503426,21175,GIN + TONIC DIET METAL SIGN,1,2010-03-31 17:28:00,4.21,,United Kingdom
498728,22080,RIBBON REEL SPOTS DESIGN ,48,2010-02-22 15:39:00,1.65,13408.0,United Kingdom
502897,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2010-03-29 11:55:00,6.95,14527.0,United Kingdom
500721,21908,CHOCOLATE THIS WAY METAL SIGN,2,2010-03-09 15:22:00,2.1,17059.0,United Kingdom
502591,82583,HOT BATHS METAL SIGN,2,2010-03-25 12:54:00,2.1,17841.0,United Kingdom
576559,23143,ZINC WIRE KITCHEN ORGANISER,1,2011-11-15 13:19:00,10.4,14711.0,United Kingdom
503692,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-04-06 12:43:00,4.95,13939.0,United Kingdom
540026,21993,FLORAL FOLK STATIONERY SET,1,2011-01-04 13:25:00,2.51,,United Kingdom
575943,47593B,SCOTTIE DOGS BABY BIB,12,2011-11-13 11:44:00,0.39,17920.0,United Kingdom
563209,22150,3 STRIPEY MICE FELTCRAFT,2,2011-08-14 12:23:00,1.95,13527.0,United Kingdom
559496,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-07-08 13:54:00,1.63,,United Kingdom
535306,21704,BAG 250g SWIRLY MARBLES,2,2010-11-25 14:40:00,0.85,17882.0,United Kingdom
569898,23117,POPPY FIELDS CHOPPING BOARD,1,2011-10-06 16:08:00,10.79,,United Kingdom
575983,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,8,2011-11-13 13:45:00,0.29,13379.0,United Kingdom
564857,23199,JUMBO BAG APPLES,10,2011-08-31 09:23:00,4.13,,United Kingdom
529504,22670,FRENCH WC SIGN BLUE METAL,1,2010-10-28 14:19:00,2.51,,United Kingdom
572913,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",5,2011-10-26 16:21:00,0.39,15993.0,United Kingdom
489612,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2,2009-12-01 14:55:00,5.17,,United Kingdom
568991,22731,3D CHRISTMAS STAMPS STICKERS ,2,2011-09-29 16:44:00,1.25,18204.0,United Kingdom
577512,23245,SET OF 3 REGENCY CAKE TINS,4,2011-11-20 12:55:00,4.95,12523.0,France
548191,22860,EASTER TIN CHICKS PINK DAISY,1,2011-03-29 15:20:00,3.29,,United Kingdom
574920,22083,PAPER CHAIN KIT RETROSPOT,6,2011-11-07 16:34:00,2.95,13985.0,United Kingdom
509196,21906,PHARMACIE FIRST AID TIN,4,2010-05-20 18:21:00,6.75,14671.0,United Kingdom
537405,21931,JUMBO STORAGE BAG SUKI,2,2010-12-06 14:51:00,1.95,17841.0,United Kingdom
573396,16238,PARTY TIME PENCIL ERASERS,3,2011-10-30 15:13:00,0.21,14723.0,United Kingdom
577235,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-18 12:09:00,1.65,14367.0,United Kingdom
550216,22653,BUTTON BOX ,10,2011-04-15 11:06:00,1.95,13516.0,United Kingdom
533358,85064,CREAM SWEETHEART LETTER RACK,2,2010-11-17 10:07:00,5.45,13237.0,United Kingdom
504332,21925,UNION STRIPE CUSHION COVER ,12,2010-04-12 16:30:00,1.25,12671.0,Germany
515353,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,1,2010-07-12 10:54:00,6.79,,United Kingdom
494794,22189,CREAM HEART CARD HOLDER,8,2010-01-18 14:11:00,3.95,13037.0,United Kingdom
546850,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-17 13:20:00,0.42,13268.0,United Kingdom
518774,22380,TOY TIDY SPACEBOY  ,1,2010-08-11 15:40:00,4.21,,United Kingdom
490308,21098,CHRISTMAS TOILET ROLL,2,2009-12-04 14:52:00,1.25,12835.0,United Kingdom
535407,84913A,SOFT PINK ROSE TOWEL ,1,2010-11-26 11:20:00,3.36,,United Kingdom
494586,22265,EASTER DECORATION NATURAL CHICK,8,2010-01-15 11:36:00,0.65,18106.0,United Kingdom
564374,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-08-25 10:00:00,1.45,16589.0,United Kingdom
552543,22434,BALLOON PUMP WITH 10 BALLOONS,16,2011-05-10 10:22:00,1.95,12399.0,Belgium
523769,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2010-09-24 10:48:00,0.85,17567.0,United Kingdom
565141,22429,ENAMEL MEASURING JUG CREAM,4,2011-09-01 13:40:00,4.25,17841.0,United Kingdom
578056,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-11-22 15:04:00,1.65,16164.0,United Kingdom
543395,22692,DOORMAT WELCOME TO OUR HOME,2,2011-02-08 10:17:00,7.95,13534.0,United Kingdom
547888,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-03-28 09:59:00,1.25,13368.0,United Kingdom
538011,21164,HOME SWEET HOME METAL SIGN ,2,2010-12-09 12:24:00,2.95,14896.0,United Kingdom
540832,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-01-11 14:42:00,10.79,,United Kingdom
496400,22027,TEA PARTY BIRTHDAY CARD,12,2010-02-01 11:56:00,0.42,17365.0,United Kingdom
577022,21484,CHICK GREY HOT WATER BOTTLE,4,2011-11-17 12:42:00,4.25,13668.0,United Kingdom
579187,21258,VICTORIAN SEWING BOX LARGE,1,2011-11-28 15:31:00,24.96,,United Kingdom
580367,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,2011-12-02 16:39:00,1.63,,United Kingdom
567043,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-09-16 11:27:00,6.95,13268.0,United Kingdom
571418,20726,LUNCH BAG WOODLAND,1,2011-10-17 12:35:00,1.65,16412.0,United Kingdom
519214,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2010-08-15 11:26:00,2.95,16043.0,United Kingdom
534319,22142,CHRISTMAS CRAFT WHITE FAIRY ,4,2010-11-22 11:37:00,3.36,,United Kingdom
563737,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-08-18 18:51:00,0.95,16261.0,United Kingdom
528159,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-10-21 07:48:00,0.85,13081.0,United Kingdom
558888,22896,PEG BAG APPLES DESIGN,1,2011-07-04 15:29:00,2.55,14056.0,United Kingdom
538558,21873,IF YOU CAN'T STAND THE HEAT MUG,36,2010-12-13 10:58:00,0.42,13069.0,United Kingdom
536409,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2010-12-01 11:45:00,4.25,17908.0,United Kingdom
569897,23470,CARD HOLDER LOVE BIRD LARGE ,1,2011-10-06 16:01:00,6.25,17813.0,United Kingdom
523626,21084,SET/6 COLLAGE PAPER CUPS,12,2010-09-23 11:26:00,0.65,17735.0,United Kingdom
576906,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-11-17 09:33:00,2.08,18225.0,United Kingdom
489526,20718,RED SPOTTY SHOPPER BAG,10,2009-12-01 11:50:00,1.25,12533.0,Germany
555158,20977,36 PENCILS TUBE WOODLAND,16,2011-06-01 08:38:00,1.25,14842.0,United Kingdom
512554,21175,GIN + TONIC DIET METAL SIGN,2,2010-06-16 14:01:00,2.1,15005.0,United Kingdom
522708,20735,BLACK MINI TAPE MEASURE ,1,2010-09-16 11:32:00,0.85,18001.0,United Kingdom
513112,21466,RED FLOWER CROCHET FOOD COVER,3,2010-06-21 16:28:00,3.75,17338.0,United Kingdom
548699,84880,WHITE WIRE EGG HOLDER,1,2011-04-03 11:08:00,7.5,,United Kingdom
505314,20750,RED/WHITE DOT MINI CASES,2,2010-04-21 12:02:00,7.95,12681.0,France
537262,22365,DOORMAT RESPECTABLE HOUSE,1,2010-12-06 11:26:00,7.95,15039.0,United Kingdom
576695,23395,BELLE JARDINIERE CUSHION COVER,1,2011-11-16 12:25:00,3.75,16469.0,United Kingdom
494208,17003,BROCADE RING PURSE ,2,2010-01-12 11:33:00,0.21,17945.0,United Kingdom
564336,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-08-24 14:28:00,2.95,12748.0,United Kingdom
569692,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2011-10-05 15:17:00,2.08,14389.0,United Kingdom
534709,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,2010-11-23 16:53:00,1.66,,United Kingdom
516892,22087,PAPER BUNTING WHITE LACE,3,2010-07-23 15:09:00,5.91,,United Kingdom
550313,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-04-17 11:21:00,3.25,12681.0,France
573576,20762,GREEN FERN SKETCHBOOK ,1,2011-10-31 14:09:00,7.46,14096.0,United Kingdom
557937,22219,LOVEBIRD HANGING DECORATION WHITE ,3,2011-06-23 15:30:00,1.63,,United Kingdom
508753,22409,TIN CAN BISCUITS DESIGN,12,2010-05-18 11:50:00,1.25,13018.0,United Kingdom
550499,22712,CARD DOLLY GIRL ,1,2011-04-18 15:16:00,0.83,,United Kingdom
563839,21907,I'M ON HOLIDAY METAL SIGN,12,2011-08-19 13:24:00,2.1,16828.0,United Kingdom
535665,21169,YOU'RE CONFUSING ME METAL SIGN ,4,2010-11-28 11:49:00,1.69,17085.0,United Kingdom
542103,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-01-25 13:26:00,0.65,13198.0,United Kingdom
500918,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2010-03-11 10:30:00,2.51,,United Kingdom
516287,20723,STRAWBERRY CHARLOTTE BAG,10,2010-07-19 12:53:00,0.85,13081.0,United Kingdom
517313,21135,VICTORIAN  METAL POSTCARD SPRING,8,2010-07-28 10:55:00,1.69,13126.0,United Kingdom
528625,17090A,LAVENDER INCENSE 40 CONES IN TIN,6,2010-10-24 10:56:00,1.25,17843.0,United Kingdom
564181,22315,200 RED + WHITE BENDY STRAWS,12,2011-08-23 14:53:00,1.25,13862.0,United Kingdom
526263,21667,GLASS CAKE COVER AND PLATE,1,2010-10-11 10:30:00,16.95,16086.0,United Kingdom
513774,22660,DOORMAT I LOVE LONDON,1,2010-06-28 13:53:00,7.49,12346.0,United Kingdom
515957,21754,HOME BUILDING BLOCK WORD,1,2010-07-15 20:05:00,5.95,17921.0,United Kingdom
499960,22288,"DECORATION , HANGING METAL RABBIT",24,2010-03-03 12:54:00,1.25,13294.0,United Kingdom
566482,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-09-13 09:43:00,2.08,16609.0,United Kingdom
578074,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-11-22 16:06:00,3.75,17590.0,United Kingdom
532953,22109,FULL ENGLISH BREAKFAST PLATE,1,2010-11-15 12:17:00,7.62,,United Kingdom
538183,22308,TEA COSY BLUE STRIPE,6,2010-12-10 10:21:00,2.55,16265.0,United Kingdom
548561,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
511452,84685,BEACH HUT KEY CABINET,1,2010-06-08 12:44:00,7.62,,United Kingdom
501138,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2010-03-14 12:05:00,0.85,14532.0,United Kingdom
577742,21098,CHRISTMAS TOILET ROLL,1,2011-11-21 13:41:00,1.25,13755.0,United Kingdom
511044,21172,PARTY METAL SIGN ,2,2010-06-06 11:26:00,1.45,16356.0,United Kingdom
547035,78033,FLAG OF ST GEORGE CHAIR,2,2011-03-20 10:33:00,5.95,13911.0,United Kingdom
550474,21407,BROWN CHECK CAT DOORSTOP ,1,2011-04-18 13:58:00,8.29,,United Kingdom
568676,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-09-28 13:43:00,1.25,18242.0,United Kingdom
566094,23393,HOME SWEET HOME CUSHION COVER ,3,2011-09-09 10:42:00,3.75,17965.0,United Kingdom
526403,22654,DELUXE SEWING KIT ,7,2010-10-11 13:49:00,5.91,,United Kingdom
526763,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2010-10-13 11:05:00,12.75,13792.0,United Kingdom
572755,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-10-25 17:31:00,1.65,13601.0,United Kingdom
573340,23571,TRADITIONAL NAUGHTS & CROSSES,4,2011-10-30 11:55:00,1.65,14159.0,United Kingdom
501080,22510,DOORSTOP RUSSIAN DOLL GINGHAM,1,2010-03-12 11:19:00,7.62,,United Kingdom
563619,21164,HOME SWEET HOME METAL SIGN ,6,2011-08-18 10:01:00,2.95,12839.0,United Kingdom
576463,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-11-15 11:37:00,2.95,17974.0,United Kingdom
503774,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-04-07 11:04:00,4.95,14606.0,United Kingdom
579499,22469,HEART OF WICKER SMALL,24,2011-11-29 15:59:00,1.65,17682.0,United Kingdom
541695,85087,CANDY SPOT CUSHION COVER,2,2011-01-20 18:01:00,3.29,,United Kingdom
554543,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-05-25 09:18:00,0.65,16091.0,United Kingdom
515742,20984,12 PENCILS TALL TUBE POSY,12,2010-07-14 13:01:00,0.85,15332.0,Lithuania
562721,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-08-08 16:31:00,6.35,15985.0,United Kingdom
562955,23111,PARISIENNE SEWING BOX,1,2011-08-11 10:14:00,24.96,,United Kingdom
574481,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-11-04 12:45:00,5.95,18022.0,United Kingdom
562680,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-08-08 13:46:00,2.08,17954.0,United Kingdom
568188,22097,SWALLOW SQUARE TISSUE BOX,2,2011-09-25 14:33:00,0.39,16049.0,United Kingdom
581585,16016,LARGE CHINESE STYLE SCISSOR,10,2011-12-09 12:31:00,0.85,15804.0,United Kingdom
562417,72799E,IVORY PILLAR CANDLE SILVER FLOCK,1,2011-08-04 16:32:00,3.29,,United Kingdom
531440,20973,12 PENCIL SMALL TUBE WOODLAND,5,2010-11-08 12:28:00,0.65,16470.0,United Kingdom
541695,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,6,2011-01-20 18:01:00,1.63,,United Kingdom
528613,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-10-22 15:57:00,1.28,,United Kingdom
545188,21980,PACK OF 12 RED RETROSPOT TISSUES ,4,2011-02-28 15:19:00,0.29,14056.0,United Kingdom
529091,22818,CARD CHRISTMAS VILLAGE,12,2010-10-26 13:37:00,0.42,12371.0,Switzerland
491629,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2009-12-11 14:37:00,0.55,14790.0,United Kingdom
581425,21132,SILVER STANDING GNOME   ,1,2011-12-08 15:31:00,1.25,14796.0,United Kingdom
536544,20856,DENIM PATCH PURSE PINK BUTTERFLY,6,2010-12-01 14:32:00,1.65,,United Kingdom
515327,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,2010-07-11 12:59:00,1.65,13230.0,United Kingdom
508228,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-05-13 16:49:00,4.21,,United Kingdom
491969,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2009-12-14 17:57:00,0.83,,United Kingdom
538014,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,2010-12-09 12:49:00,7.95,14440.0,United Kingdom
569866,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-10-06 14:50:00,1.25,12757.0,Portugal
553009,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2011-05-12 16:52:00,1.25,13601.0,United Kingdom
547964,22084,PAPER CHAIN KIT EMPIRE,2,2011-03-28 15:45:00,5.79,,United Kingdom
579512,22261,FELT EGG COSY WHITE RABBIT ,1,2011-11-29 16:47:00,1.63,,United Kingdom
558046,22464,HANGING METAL HEART LANTERN,12,2011-06-24 13:47:00,1.65,,EIRE
524832,22593,CHRISTMAS GINGHAM STAR,12,2010-09-30 17:15:00,0.85,14568.0,Channel Islands
574056,21670,BLUE SPOT CERAMIC DRAWER KNOB,192,2011-11-02 14:09:00,1.25,14646.0,Netherlands
495682,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2010-01-26 11:44:00,0.29,15002.0,United Kingdom
568868,22568,FELTCRAFT CUSHION OWL,4,2011-09-29 12:00:00,3.75,12957.0,United Kingdom
494147,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2010-01-11 14:39:00,2.51,,United Kingdom
557956,23209,LUNCH BAG DOILEY PATTERN ,1,2011-06-23 19:20:00,1.65,18283.0,United Kingdom
565397,84987,SET OF 36 TEATIME PAPER DOILIES,2,2011-09-02 16:43:00,1.45,14171.0,United Kingdom
511637,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2010-06-09 13:04:00,2.95,15298.0,United Kingdom
511095,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-06-06 15:47:00,2.55,14249.0,United Kingdom
502251,48116,DOOR MAT MULTICOLOUR STRIPE,2,2010-03-23 14:22:00,7.49,13869.0,United Kingdom
504458,85098B,BLUE FLYING SINGING CANARY,1,2010-04-13 15:47:00,3.75,15982.0,United Kingdom
578025,21495,SKULLS AND CROSSBONES WRAP,200,2011-11-22 13:28:00,0.36,16722.0,United Kingdom
567095,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-16 13:03:00,2.08,17049.0,United Kingdom
500728,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,16,2010-03-09 15:56:00,0.85,16756.0,United Kingdom
572304,23461,SWEETHEART BIRD HOUSE,6,2011-10-23 15:07:00,4.15,17131.0,United Kingdom
503265,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",5,2010-03-31 11:27:00,4.95,12835.0,United Kingdom
537160,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-05 13:18:00,1.25,14161.0,United Kingdom
566581,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-09-13 13:47:00,2.95,16081.0,United Kingdom
511070,22530,MAGIC DRAWING SLATE DOLLY GIRL ,6,2010-06-06 13:26:00,0.42,16340.0,United Kingdom
559039,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-07-05 15:32:00,8.29,,United Kingdom
546310,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2011-03-10 16:26:00,8.15,15291.0,United Kingdom
542381,21754,HOME BUILDING BLOCK WORD,3,2011-01-27 14:07:00,5.95,17213.0,United Kingdom
569372,22630,DOLLY GIRL LUNCH BOX,1,2011-10-03 16:04:00,4.13,,United Kingdom
510064,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-05-27 10:56:00,4.21,,United Kingdom
557324,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2011-06-20 09:41:00,1.63,,United Kingdom
535322,22692,DOORMAT WELCOME TO OUR HOME,1,2010-11-25 15:19:00,7.95,,United Kingdom
537817,22451,SILK PURSE BABUSHKA RED,6,2010-12-08 13:53:00,3.35,18269.0,United Kingdom
578347,22988,SOLDIERS EGG CUP ,9,2011-11-24 09:26:00,2.46,,United Kingdom
501545,21240,BLUE  SPOTTY CUP,40,2010-03-17 14:59:00,0.85,12709.0,Germany
540501,47504K,ENGLISH ROSE GARDEN SECATEURS,48,2011-01-09 10:43:00,0.85,13162.0,United Kingdom
546884,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,2011-03-17 18:08:00,1.63,,United Kingdom
496247,20707,CRAZY DAISY HEART DECORATION,5,2010-01-29 16:11:00,1.25,,United Kingdom
522443,22077,6 RIBBONS RUSTIC CHARM,2,2010-09-14 14:30:00,1.65,15998.0,United Kingdom
534848,90128D,PURPLE LEAVES AND BEADS PHONE CHAR,1,2010-11-24 13:36:00,1.25,13623.0,United Kingdom
518138,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-08-04 15:48:00,5.91,,United Kingdom
560772,22703,PINK CAT BOWL,1,2011-07-20 16:12:00,1.63,,United Kingdom
514184,21621,VINTAGE UNION JACK BUNTING,12,2010-06-30 15:52:00,8.5,13319.0,United Kingdom
537025,90145,SILVER HOOP EARRINGS WITH FLOWER,1,2010-12-03 16:21:00,5.95,,United Kingdom
525214,22085,PAPER CHAIN KIT SKULLS ,6,2010-10-04 12:45:00,2.95,14849.0,United Kingdom
497369,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2010-02-09 10:18:00,1.95,16746.0,United Kingdom
567854,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-22 13:37:00,1.65,14038.0,United Kingdom
537638,DOT,DOTCOM POSTAGE,1,2010-12-07 15:28:00,836.14,,United Kingdom
513907,DOT,DOTCOM POSTAGE,1,2010-06-29 12:08:00,73.26,,United Kingdom
562378,21034,REX CASH+CARRY JUMBO SHOPPER,5,2011-08-04 15:07:00,0.95,15046.0,United Kingdom
523014,22078,RIBBON REEL LACE DESIGN ,1,2010-09-20 10:20:00,4.21,,United Kingdom
535415,22064,PINK DOUGHNUT TRINKET POT ,10,2010-11-26 11:36:00,1.65,16779.0,United Kingdom
502534,84802A,WHITE ANEMONE ARTIFICIAL FLOWER,6,2010-03-25 11:32:00,1.69,15547.0,United Kingdom
567653,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-09-21 14:35:00,0.85,12550.0,Spain
531782,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-11-09 14:48:00,1.65,16021.0,United Kingdom
540704,21259,VICTORIAN SEWING BOX SMALL ,2,2011-01-11 10:04:00,5.95,17742.0,United Kingdom
559167,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,4,2011-07-06 16:54:00,2.95,17997.0,United Kingdom
579559,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-30 11:30:00,1.95,16764.0,United Kingdom
557644,20707,CRAZY DAISY HEART DECORATION,2,2011-06-21 17:06:00,0.83,,United Kingdom
506576,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,2010-04-30 13:41:00,2.51,,United Kingdom
490753,21485,RED SPOT HEART HOT WATER BOTTLE,3,2009-12-08 08:48:00,4.95,17047.0,United Kingdom
529720,21787,RAIN PONCHO RETROSPOT,24,2010-10-29 13:58:00,0.85,12705.0,Germany
558634,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-06-30 19:27:00,7.95,14506.0,United Kingdom
559923,21790,VINTAGE SNAP CARDS,1,2011-07-13 16:07:00,1.63,,United Kingdom
507624,21787,RAIN PONCHO WITH RED SPOTS,24,2010-05-10 14:34:00,0.85,16873.0,United Kingdom
514015,22423,REGENCY CAKESTAND 3 TIER,2,2010-06-30 10:23:00,12.75,13752.0,United Kingdom
574063,23426,METAL SIGN DROP YOUR PANTS,3,2011-11-02 14:31:00,2.89,13271.0,United Kingdom
491104,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,48,2009-12-09 14:22:00,4.95,12917.0,United Kingdom
578548,23399,HOME SWEET HOME HANGING HEART,2,2011-11-24 15:02:00,0.85,17345.0,United Kingdom
